no	coord	coordx	coordy	median.elevation	forest.percent	water.percent
17806	638126	638	126	1436	87	0
17807	638127	638	127	810	64	4
17808	638128	638	128	806	28	7
17809	638129	638	129	1269	11	0
17810	638130	638	130	1581	58	0
17811	638131	638	131	1672	13	0
17812	638132	638	132	1749	7	2
17813	638133	638	133	1772	6	2
17814	638134	638	134	2020	0	2
17815	638135	638	135	2398	0	0
17816	638136	638	136	2598	0	0
17817	638137	638	137	2926	0	0
17818	638138	638	138	3115	0	0
17819	638139	638	139	3341	0	0
17820	638140	638	140	3098	0	0
17821	638141	638	141	2707	0	0
17822	638142	638	142	2700	0	0
17823	638143	638	143	3172	0	0
17824	638144	638	144	3155	0	0
17825	638145	638	145	2739	0	0
17826	638146	638	146	2826	0	0
17827	638147	638	147	3132	0	0
17828	638148	638	148	3557	0	0
17829	638149	638	149	3618	0	0
17830	638150	638	150	3667	0	0
17831	638151	638	151	3076	0	0
17832	638152	638	152	2690	0	0
17833	638153	638	153	2703	0	2
17834	638154	638	154	3112	0	0
17835	638155	638	155	2716	0	0
17836	638156	638	156	2120	0	1
17837	638157	638	157	1598	35	1
17838	638158	638	158	1860	14	0
17839	638159	638	159	2013	6	0
17840	638160	638	160	1910	8	0
17841	638161	638	161	1922	18	0
17842	638162	638	162	2132	2	0
17843	638163	638	163	2061	17	0
17844	638164	638	164	1126	90	1
17845	638165	638	165	754	41	1
17846	638166	638	166	1474	60	0
17847	638167	638	167	1806	41	0
17848	638168	638	168	2039	1	0
17849	638169	638	169	1715	13	4
17850	638170	638	170	1323	63	2
17851	638171	638	171	897	83	6
17852	638172	638	172	580	18	70
17853	638173	638	173	564	0	100
17854	638174	638	174	564	1	87
17855	638175	638	175	730	52	8
17856	638176	638	176	1218	64	2
17857	638177	638	177	1687	4	0
17858	638178	638	178	1588	25	1
17859	638179	638	179	1334	64	3
17860	638180	638	180	1289	55	2
17861	638181	638	181	1239	56	3
17862	638182	638	182	1393	48	0
17863	638183	638	183	1090	65	2
17864	638184	638	184	1378	34	1
17865	638185	638	185	1581	6	0
17866	638186	638	186	1488	12	0
17867	638187	638	187	1415	40	4
17868	638188	638	188	1477	84	0
17869	638189	638	189	1365	67	1
17870	638190	638	190	1108	61	1
17871	638191	638	191	1334	50	0
17872	638192	638	192	1306	79	0
17873	638193	638	193	1062	38	2
17874	638194	638	194	938	38	1
17875	638195	638	195	907	15	0
17876	638196	638	196	858	5	1
17877	638197	638	197	900	18	0
17878	638198	638	198	1003	52	0
17879	638199	638	199	1048	48	1
17880	638200	638	200	1015	38	0
17881	638201	638	201	1106	39	0
17882	638202	638	202	1137	83	0
17883	638203	638	203	1121	59	1
17884	638204	638	204	1101	49	1
17885	638205	638	205	1170	69	3
17886	638206	638	206	1236	80	3
17887	638207	638	207	1014	91	0
17888	638208	638	208	964	76	0
17889	638209	638	209	939	40	0
17890	638210	638	210	861	43	0
17891	638211	638	211	832	26	0
17892	638212	638	212	770	18	0
17893	638213	638	213	745	17	0
17894	638214	638	214	737	25	0
17895	638215	638	215	728	23	0
17896	638216	638	216	709	7	0
17897	638217	638	217	693	9	0
17898	638218	638	218	670	20	0
17899	638219	638	219	702	45	0
17900	638220	638	220	620	46	1
17901	638221	638	221	675	23	0
17902	638222	638	222	686	16	0
17903	638223	638	223	679	10	0
17904	638224	638	224	631	12	0
17905	638225	638	225	574	9	0
17906	638226	638	226	654	8	0
17907	638227	638	227	637	84	0
17908	638228	638	228	595	39	0
17909	638229	638	229	530	43	0
17910	638230	638	230	540	31	0
17911	638231	638	231	537	62	1
17912	638232	638	232	498	48	0
17913	638233	638	233	494	35	0
17914	638234	638	234	453	17	1
17915	638235	638	235	441	0	3
17916	638236	638	236	434	0	1
17917	638237	638	237	436	0	0
17918	638238	638	238	440	10	0
17919	638239	638	239	461	29	0
17920	638240	638	240	454	36	0
17921	638241	638	241	471	29	0
17922	638242	638	242	641	54	0
17923	638243	638	243	500	54	0
17924	638244	638	244	397	0	0
17925	638245	638	245	390	17	11
17926	638246	638	246	406	5	0
17927	638247	638	247	422	1	0
17928	638248	638	248	457	0	0
17929	638249	638	249	605	44	0
17930	638250	638	250	695	82	0
17931	638251	638	251	740	31	0
17932	638252	638	252	779	33	0
17933	638253	638	253	770	82	0
17934	638254	638	254	676	16	0
17935	638255	638	255	616	2	0
17936	638256	638	256	606	42	0
17937	638257	638	257	631	90	0
17938	638258	638	258	659	67	0
17939	638259	638	259	679	69	0
17940	638260	638	260	653	87	0
17941	638261	638	261	529	21	0
17942	638262	638	262	539	0	0
17943	638263	638	263	469	35	1
17944	638264	638	264	489	13	0
17945	638265	638	265	376	40	0
17946	638266	638	266	294	1	13
17947	638267	638	267	289	1	7
17948	639094	639	94	3036	0	0
17949	639095	639	95	2920	0	0
17950	639096	639	96	2812	0	0
17951	639097	639	97	2616	0	1
17952	639098	639	98	2441	0	4
17953	639099	639	99	2535	0	0
17954	639100	639	100	2369	0	1
17955	639101	639	101	2411	6	0
17956	639102	639	102	2292	3	0
17957	639103	639	103	2356	2	0
17958	639104	639	104	2194	6	0
17959	639105	639	105	1800	47	1
17960	639106	639	106	1755	19	3
17961	639107	639	107	1928	35	0
17962	639108	639	108	2027	40	0
17963	639109	639	109	2089	30	2
17964	639110	639	110	2267	54	0
17965	639111	639	111	2366	20	0
17966	639112	639	112	2422	2	0
17967	639113	639	113	2666	0	0
17968	639114	639	114	2626	0	1
17969	639115	639	115	2760	0	0
17970	639116	639	116	3049	0	0
17971	639117	639	117	2732	0	1
17972	639118	639	118	2617	0	1
17973	639119	639	119	2456	0	0
17974	639120	639	120	2231	6	0
17975	639121	639	121	1984	23	0
17976	639122	639	122	1873	40	3
17977	639123	639	123	1824	41	0
17978	639124	639	124	1586	65	5
17979	639125	639	125	1379	58	1
17980	639126	639	126	1190	62	5
17981	639127	639	127	871	52	5
17982	639128	639	128	678	9	6
17983	639129	639	129	1088	37	0
17984	639130	639	130	1375	79	2
17985	639131	639	131	1900	30	0
17986	639132	639	132	2278	13	0
17987	639133	639	133	2386	1	0
17988	639134	639	134	2353	0	0
17989	639135	639	135	2281	0	0
17990	639136	639	136	2385	0	0
17991	639137	639	137	2588	0	0
17992	639138	639	138	2864	0	0
17993	639139	639	139	3165	0	0
17994	639140	639	140	2715	0	0
17995	639141	639	141	2605	0	0
17996	639142	639	142	2985	0	0
17997	639143	639	143	3323	0	0
17998	639144	639	144	3442	0	0
17999	639145	639	145	3354	0	0
18000	639146	639	146	2975	0	0
18001	639147	639	147	3245	0	0
18002	639148	639	148	3434	0	0
18003	639149	639	149	3519	0	0
18004	639150	639	150	3767	0	0
18005	639151	639	151	3350	0	0
18006	639152	639	152	2789	0	0
18007	639153	639	153	3086	0	0
18008	639154	639	154	3544	0	0
18009	639155	639	155	3096	0	0
18010	639156	639	156	2258	0	0
18011	639157	639	157	1779	35	5
18012	639158	639	158	1955	5	0
18013	639159	639	159	2156	0	0
18014	639160	639	160	2237	0	0
18015	639161	639	161	2178	0	0
18016	639162	639	162	2034	0	0
18017	639163	639	163	1941	25	0
18018	639164	639	164	1097	82	2
18019	639165	639	165	821	48	1
18020	639166	639	166	1517	17	0
18021	639167	639	167	1924	5	0
18022	639168	639	168	2159	0	1
18023	639169	639	169	2134	0	0
18024	639170	639	170	1879	13	0
18025	639171	639	171	1288	61	0
18026	639172	639	172	767	52	1
18027	639173	639	173	564	1	89
18028	639174	639	174	564	0	100
18029	639175	639	175	564	2	78
18030	639176	639	176	760	55	11
18031	639177	639	177	1268	54	0
18032	639178	639	178	1795	3	0
18033	639179	639	179	1610	21	0
18034	639180	639	180	1404	20	0
18035	639181	639	181	1284	48	0
18036	639182	639	182	1152	44	4
18037	639183	639	183	1166	47	1
18038	639184	639	184	1670	25	0
18039	639185	639	185	1884	0	0
18040	639186	639	186	1964	0	0
18041	639187	639	187	1690	3	0
18042	639188	639	188	1400	38	4
18043	639189	639	189	1244	73	1
18044	639190	639	190	1150	51	2
18045	639191	639	191	1316	40	0
18046	639192	639	192	1538	94	0
18047	639193	639	193	1333	87	0
18048	639194	639	194	1091	56	0
18049	639195	639	195	979	39	0
18050	639196	639	196	866	11	0
18051	639197	639	197	830	2	0
18052	639198	639	198	901	22	1
18053	639199	639	199	985	27	0
18054	639200	639	200	977	33	0
18055	639201	639	201	1031	35	0
18056	639202	639	202	1009	75	0
18057	639203	639	203	1151	60	0
18058	639204	639	204	1081	64	0
18059	639205	639	205	1188	81	0
18060	639206	639	206	1185	78	2
18061	639207	639	207	1056	74	1
18062	639208	639	208	963	82	0
18063	639209	639	209	882	80	1
18064	639210	639	210	838	27	0
18065	639211	639	211	801	25	0
18066	639212	639	212	742	18	0
18067	639213	639	213	730	18	0
18068	639214	639	214	694	3	0
18069	639215	639	215	675	5	2
18070	639216	639	216	654	14	0
18071	639217	639	217	653	8	0
18072	639218	639	218	656	33	1
18073	639219	639	219	679	32	0
18074	639220	639	220	596	52	0
18075	639221	639	221	639	25	0
18076	639222	639	222	605	23	3
18077	639223	639	223	612	33	0
18078	639224	639	224	579	44	0
18079	639225	639	225	548	28	1
18080	639226	639	226	570	62	0
18081	639227	639	227	578	65	0
18082	639228	639	228	512	17	0
18083	639229	639	229	537	17	0
18084	639230	639	230	509	41	2
18085	639231	639	231	463	7	0
18086	639232	639	232	455	0	4
18087	639233	639	233	452	2	2
18088	639234	639	234	446	0	2
18089	639235	639	235	443	14	0
18090	639236	639	236	487	61	0
18091	639237	639	237	510	58	0
18092	639238	639	238	497	63	0
18093	639239	639	239	524	61	0
18094	639240	639	240	519	65	0
18095	639241	639	241	470	10	0
18096	639242	639	242	584	59	0
18097	639243	639	243	516	76	0
18098	639244	639	244	394	6	2
18099	639245	639	245	386	34	10
18100	639246	639	246	397	38	8
18101	639247	639	247	435	45	0
18102	639248	639	248	448	1	0
18103	639249	639	249	520	18	0
18104	639250	639	250	600	69	0
18105	639251	639	251	732	34	0
18106	639252	639	252	857	68	0
18107	639253	639	253	766	62	0
18108	639254	639	254	584	15	0
18109	639255	639	255	552	13	0
18110	639256	639	256	530	56	0
18111	639257	639	257	499	74	0
18112	639258	639	258	482	38	0
18113	639259	639	259	518	45	0
18114	639260	639	260	684	99	0
18115	639261	639	261	587	80	0
18116	639262	639	262	486	0	0
18117	639263	639	263	481	8	0
18118	639264	639	264	480	33	0
18119	639265	639	265	331	30	0
18120	639266	639	266	301	1	1
18121	639267	639	267	300	1	13
18122	640094	640	94	2905	0	0
18123	640095	640	95	2584	0	5
18124	640096	640	96	2384	0	5
18125	640097	640	97	2259	0	36
18126	640098	640	98	2197	1	62
18127	640099	640	99	2182	0	68
18128	640100	640	100	2198	4	0
18129	640101	640	101	2025	41	3
18130	640102	640	102	1973	30	0
18131	640103	640	103	1874	46	1
18132	640104	640	104	1826	50	0
18133	640105	640	105	1898	22	1
18134	640106	640	106	2304	0	0
18135	640107	640	107	2490	0	0
18136	640108	640	108	2455	0	0
18137	640109	640	109	2339	3	0
18138	640110	640	110	2569	0	0
18139	640111	640	111	2800	0	1
18140	640112	640	112	2747	0	0
18141	640113	640	113	2839	0	4
18142	640114	640	114	2873	0	1
18143	640115	640	115	2843	0	1
18144	640116	640	116	2936	0	0
18145	640117	640	117	2511	0	0
18146	640118	640	118	2213	0	3
18147	640119	640	119	2104	9	2
18148	640120	640	120	2031	19	1
18149	640121	640	121	1982	20	1
18150	640122	640	122	2006	34	2
18151	640123	640	123	2020	31	0
18152	640124	640	124	1837	53	0
18153	640125	640	125	1794	66	0
18154	640126	640	126	1486	87	5
18155	640127	640	127	1132	95	0
18156	640128	640	128	668	22	0
18157	640129	640	129	843	25	5
18158	640130	640	130	1301	56	0
18159	640131	640	131	1706	64	0
18160	640132	640	132	2029	13	0
18161	640133	640	133	2021	19	0
18162	640134	640	134	1940	26	1
18163	640135	640	135	2049	0	2
18164	640136	640	136	2173	0	0
18165	640137	640	137	2323	0	3
18166	640138	640	138	2701	0	0
18167	640139	640	139	3048	0	0
18168	640140	640	140	2705	0	0
18169	640141	640	141	2501	0	0
18170	640142	640	142	2698	0	0
18171	640143	640	143	3010	0	0
18172	640144	640	144	2924	0	0
18173	640145	640	145	3140	0	0
18174	640146	640	146	3390	0	0
18175	640147	640	147	3185	0	0
18176	640148	640	148	3212	0	0
18177	640149	640	149	3403	0	0
18178	640150	640	150	3637	0	0
18179	640151	640	151	3680	0	0
18180	640152	640	152	3219	0	0
18181	640153	640	153	3691	0	0
18182	640154	640	154	3747	0	0
18183	640155	640	155	3328	0	0
18184	640156	640	156	2599	0	1
18185	640157	640	157	2189	0	1
18186	640158	640	158	2107	0	0
18187	640159	640	159	2029	0	4
18188	640160	640	160	1997	5	2
18189	640161	640	161	1901	23	1
18190	640162	640	162	1881	36	0
18191	640163	640	163	1786	28	0
18192	640164	640	164	1100	35	0
18193	640165	640	165	909	59	0
18194	640166	640	166	1459	47	1
18195	640167	640	167	2181	2	0
18196	640168	640	168	2379	0	0
18197	640169	640	169	2096	0	0
18198	640170	640	170	2023	2	0
18199	640171	640	171	1408	56	0
18200	640172	640	172	999	72	0
18201	640173	640	173	614	22	36
18202	640174	640	174	564	0	100
18203	640175	640	175	564	0	100
18204	640176	640	176	571	2	60
18205	640177	640	177	840	77	4
18206	640178	640	178	1452	35	0
18207	640179	640	179	1820	1	0
18208	640180	640	180	1596	9	0
18209	640181	640	181	1444	25	0
18210	640182	640	182	1343	17	0
18211	640183	640	183	1217	49	2
18212	640184	640	184	1432	20	2
18213	640185	640	185	1650	32	0
18214	640186	640	186	1763	18	0
18215	640187	640	187	1864	0	0
18216	640188	640	188	1810	1	0
18217	640189	640	189	1429	44	0
18218	640190	640	190	1265	39	3
18219	640191	640	191	1277	33	6
18220	640192	640	192	1455	38	0
18221	640193	640	193	1611	59	0
18222	640194	640	194	1501	55	0
18223	640195	640	195	1155	34	0
18224	640196	640	196	943	30	0
18225	640197	640	197	800	11	0
18226	640198	640	198	826	37	2
18227	640199	640	199	913	20	1
18228	640200	640	200	1041	29	0
18229	640201	640	201	1049	56	0
18230	640202	640	202	968	56	1
18231	640203	640	203	1080	61	0
18232	640204	640	204	977	79	1
18233	640205	640	205	1124	79	0
18234	640206	640	206	1136	56	0
18235	640207	640	207	973	66	2
18236	640208	640	208	944	76	1
18237	640209	640	209	960	51	0
18238	640210	640	210	920	39	0
18239	640211	640	211	908	41	0
18240	640212	640	212	839	24	0
18241	640213	640	213	819	40	0
18242	640214	640	214	770	25	0
18243	640215	640	215	715	20	0
18244	640216	640	216	687	20	0
18245	640217	640	217	638	22	2
18246	640218	640	218	599	7	1
18247	640219	640	219	674	61	0
18248	640220	640	220	646	37	0
18249	640221	640	221	547	6	1
18250	640222	640	222	558	38	0
18251	640223	640	223	558	60	0
18252	640224	640	224	507	10	2
18253	640225	640	225	501	0	1
18254	640226	640	226	490	0	4
18255	640227	640	227	483	0	0
18256	640228	640	228	479	17	1
18257	640229	640	229	476	21	6
18258	640230	640	230	467	14	3
18259	640231	640	231	464	10	2
18260	640232	640	232	465	1	0
18261	640233	640	233	460	1	1
18262	640234	640	234	482	27	0
18263	640235	640	235	566	83	0
18264	640236	640	236	534	69	0
18265	640237	640	237	605	100	0
18266	640238	640	238	545	61	0
18267	640239	640	239	568	54	0
18268	640240	640	240	537	49	0
18269	640241	640	241	486	8	0
18270	640242	640	242	546	49	0
18271	640243	640	243	491	69	0
18272	640244	640	244	392	15	0
18273	640245	640	245	383	1	0
18274	640246	640	246	384	14	11
18275	640247	640	247	474	62	0
18276	640248	640	248	472	22	0
18277	640249	640	249	483	3	0
18278	640250	640	250	663	77	0
18279	640251	640	251	689	44	0
18280	640252	640	252	786	84	0
18281	640253	640	253	720	42	0
18282	640254	640	254	709	66	0
18283	640255	640	255	653	38	0
18284	640256	640	256	596	45	0
18285	640257	640	257	516	53	0
18286	640258	640	258	483	39	1
18287	640259	640	259	449	4	0
18288	640260	640	260	540	49	0
18289	640261	640	261	563	37	1
18290	640262	640	262	520	24	0
18291	640263	640	263	474	34	0
18292	640264	640	264	443	22	0
18293	640265	640	265	327	11	0
18294	640266	640	266	305	0	0
18295	640267	640	267	297	0	11
18296	641094	641	94	2749	0	0
18297	641095	641	95	2552	0	2
18298	641096	641	96	2571	0	0
18299	641097	641	97	2458	0	1
18300	641098	641	98	2564	0	0
18301	641099	641	99	2624	0	0
18302	641100	641	100	2619	0	0
18303	641101	641	101	2537	0	0
18304	641102	641	102	2350	2	1
18305	641103	641	103	2204	16	3
18306	641104	641	104	2383	6	0
18307	641105	641	105	2245	6	2
18308	641106	641	106	2662	0	0
18309	641107	641	107	2954	0	0
18310	641108	641	108	2791	0	0
18311	641109	641	109	2681	0	0
18312	641110	641	110	2750	0	1
18313	641111	641	111	3020	0	0
18314	641112	641	112	3155	0	0
18315	641113	641	113	2982	0	3
18316	641114	641	114	3051	0	1
18317	641115	641	115	3010	0	1
18318	641116	641	116	2739	0	4
18319	641117	641	117	2533	0	1
18320	641118	641	118	2450	0	0
18321	641119	641	119	2507	0	0
18322	641120	641	120	2429	0	0
18323	641121	641	121	2359	0	1
18324	641122	641	122	2403	0	0
18325	641123	641	123	2485	0	0
18326	641124	641	124	2377	0	0
18327	641125	641	125	2192	12	0
18328	641126	641	126	1907	61	0
18329	641127	641	127	1282	92	0
18330	641128	641	128	753	41	1
18331	641129	641	129	689	9	4
18332	641130	641	130	952	22	0
18333	641131	641	131	1153	63	0
18334	641132	641	132	1285	34	0
18335	641133	641	133	1317	40	0
18336	641134	641	134	1450	24	0
18337	641135	641	135	1868	44	0
18338	641136	641	136	2181	2	1
18339	641137	641	137	2384	0	0
18340	641138	641	138	2636	0	0
18341	641139	641	139	2902	0	1
18342	641140	641	140	2443	0	0
18343	641141	641	141	2552	0	0
18344	641142	641	142	2613	0	0
18345	641143	641	143	2658	0	0
18346	641144	641	144	2883	0	0
18347	641145	641	145	3241	0	0
18348	641146	641	146	3552	0	0
18349	641147	641	147	3089	0	0
18350	641148	641	148	3083	0	0
18351	641149	641	149	3175	0	0
18352	641150	641	150	3350	0	0
18353	641151	641	151	3455	0	0
18354	641152	641	152	3630	0	0
18355	641153	641	153	3398	0	0
18356	641154	641	154	3385	0	0
18357	641155	641	155	3335	0	0
18358	641156	641	156	2895	0	0
18359	641157	641	157	2668	0	0
18360	641158	641	158	2475	0	0
18361	641159	641	159	2016	0	0
18362	641160	641	160	1830	47	2
18363	641161	641	161	1715	86	0
18364	641162	641	162	1643	69	0
18365	641163	641	163	1597	42	0
18366	641164	641	164	1193	50	0
18367	641165	641	165	994	48	4
18368	641166	641	166	1550	53	0
18369	641167	641	167	2152	0	0
18370	641168	641	168	2392	0	0
18371	641169	641	169	2171	0	2
18372	641170	641	170	1993	0	6
18373	641171	641	171	1741	12	3
18374	641172	641	172	1497	47	0
18375	641173	641	173	922	67	1
18376	641174	641	174	580	21	76
18377	641175	641	175	564	0	100
18378	641176	641	176	564	0	100
18379	641177	641	177	581	21	64
18380	641178	641	178	1003	76	0
18381	641179	641	179	1552	25	0
18382	641180	641	180	1928	0	0
18383	641181	641	181	1546	0	0
18384	641182	641	182	1450	18	0
18385	641183	641	183	1354	29	0
18386	641184	641	184	1295	27	3
18387	641185	641	185	1387	41	1
18388	641186	641	186	1474	64	0
18389	641187	641	187	1577	46	0
18390	641188	641	188	1777	7	0
18391	641189	641	189	1669	14	0
18392	641190	641	190	1413	29	2
18393	641191	641	191	1301	33	0
18394	641192	641	192	1361	18	0
18395	641193	641	193	1432	23	1
18396	641194	641	194	1498	19	2
18397	641195	641	195	1445	52	0
18398	641196	641	196	1097	29	0
18399	641197	641	197	892	34	1
18400	641198	641	198	750	13	1
18401	641199	641	199	838	16	0
18402	641200	641	200	937	9	0
18403	641201	641	201	1053	54	0
18404	641202	641	202	932	41	2
18405	641203	641	203	995	38	0
18406	641204	641	204	956	72	5
18407	641205	641	205	1111	69	0
18408	641206	641	206	1082	68	0
18409	641207	641	207	947	69	0
18410	641208	641	208	876	72	2
18411	641209	641	209	948	72	0
18412	641210	641	210	996	49	0
18413	641211	641	211	842	50	0
18414	641212	641	212	800	16	0
18415	641213	641	213	763	18	0
18416	641214	641	214	750	8	0
18417	641215	641	215	685	6	1
18418	641216	641	216	656	17	0
18419	641217	641	217	697	30	0
18420	641218	641	218	611	21	2
18421	641219	641	219	637	66	0
18422	641220	641	220	624	87	0
18423	641221	641	221	537	13	1
18424	641222	641	222	559	28	0
18425	641223	641	223	520	22	0
18426	641224	641	224	506	1	0
18427	641225	641	225	501	0	0
18428	641226	641	226	506	31	1
18429	641227	641	227	568	54	0
18430	641228	641	228	521	54	1
18431	641229	641	229	476	0	0
18432	641230	641	230	450	0	1
18433	641231	641	231	561	75	0
18434	641232	641	232	551	45	0
18435	641233	641	233	493	2	0
18436	641234	641	234	588	64	0
18437	641235	641	235	633	89	0
18438	641236	641	236	626	87	0
18439	641237	641	237	617	73	0
18440	641238	641	238	618	78	0
18441	641239	641	239	594	34	0
18442	641240	641	240	553	72	0
18443	641241	641	241	476	8	0
18444	641242	641	242	476	30	0
18445	641243	641	243	482	66	0
18446	641244	641	244	418	9	0
18447	641245	641	245	385	5	2
18448	641246	641	246	350	7	11
18449	641247	641	247	467	37	0
18450	641248	641	248	507	82	0
18451	641249	641	249	482	63	0
18452	641250	641	250	569	59	0
18453	641251	641	251	529	46	0
18454	641252	641	252	666	69	0
18455	641253	641	253	757	40	0
18456	641254	641	254	750	83	0
18457	641255	641	255	638	64	0
18458	641256	641	256	528	14	0
18459	641257	641	257	523	18	0
18460	641258	641	258	458	58	0
18461	641259	641	259	405	4	1
18462	641260	641	260	422	3	0
18463	641261	641	261	451	0	0
18464	641262	641	262	450	40	0
18465	641263	641	263	440	51	0
18466	641264	641	264	374	29	0
18467	641265	641	265	320	3	5
18468	641266	641	266	303	9	4
18469	641267	641	267	297	2	11
18470	642094	642	94	2792	0	0
18471	642095	642	95	2791	0	0
18472	642096	642	96	2815	0	1
18473	642097	642	97	2575	0	2
18474	642098	642	98	2914	0	0
18475	642099	642	99	2961	0	0
18476	642100	642	100	2943	0	0
18477	642101	642	101	2568	0	2
18478	642102	642	102	2290	0	5
18479	642103	642	103	2645	0	0
18480	642104	642	104	2808	0	0
18481	642105	642	105	2346	0	3
18482	642106	642	106	2729	0	0
18483	642107	642	107	3184	0	0
18484	642108	642	108	3138	0	0
18485	642109	642	109	2988	0	0
18486	642110	642	110	3022	0	0
18487	642111	642	111	3156	0	0
18488	642112	642	112	3398	0	0
18489	642113	642	113	3268	0	0
18490	642114	642	114	3280	0	0
18491	642115	642	115	3165	0	0
18492	642116	642	116	3013	0	0
18493	642117	642	117	2733	0	1
18494	642118	642	118	2565	0	1
18495	642119	642	119	2424	0	0
18496	642120	642	120	2281	0	0
18497	642121	642	121	2411	0	2
18498	642122	642	122	2493	0	2
18499	642123	642	123	2531	0	2
18500	642124	642	124	2351	0	0
18501	642125	642	125	2409	0	0
18502	642126	642	126	2048	21	2
18503	642127	642	127	1238	80	2
18504	642128	642	128	789	20	2
18505	642129	642	129	693	1	1
18506	642130	642	130	698	6	6
18507	642131	642	131	849	37	2
18508	642132	642	132	1114	29	1
18509	642133	642	133	1315	55	0
18510	642134	642	134	1387	66	3
18511	642135	642	135	1571	36	2
18512	642136	642	136	1980	30	0
18513	642137	642	137	2135	1	0
18514	642138	642	138	2359	0	0
18515	642139	642	139	2409	0	0
18516	642140	642	140	2393	0	0
18517	642141	642	141	2885	0	0
18518	642142	642	142	3153	0	0
18519	642143	642	143	2992	0	0
18520	642144	642	144	3174	0	0
18521	642145	642	145	3588	0	0
18522	642146	642	146	3858	0	0
18523	642147	642	147	3192	0	0
18524	642148	642	148	2981	0	0
18525	642149	642	149	2975	0	0
18526	642150	642	150	3066	0	0
18527	642151	642	151	3433	0	0
18528	642152	642	152	3259	0	0
18529	642153	642	153	3147	0	0
18530	642154	642	154	3281	0	0
18531	642155	642	155	3502	0	0
18532	642156	642	156	3660	0	0
18533	642157	642	157	3193	0	0
18534	642158	642	158	3026	0	0
18535	642159	642	159	2126	0	1
18536	642160	642	160	1761	31	1
18537	642161	642	161	1565	86	0
18538	642162	642	162	1412	58	0
18539	642163	642	163	1296	19	0
18540	642164	642	164	1205	74	0
18541	642165	642	165	1234	61	1
18542	642166	642	166	1721	14	0
18543	642167	642	167	2012	5	0
18544	642168	642	168	2326	0	1
18545	642169	642	169	2410	0	0
18546	642170	642	170	2178	0	0
18547	642171	642	171	2008	0	3
18548	642172	642	172	1840	28	0
18549	642173	642	173	1327	73	0
18550	642174	642	174	799	42	8
18551	642175	642	175	564	5	91
18552	642176	642	176	564	0	100
18553	642177	642	177	564	0	100
18554	642178	642	178	698	57	23
18555	642179	642	179	1267	53	1
18556	642180	642	180	1837	0	0
18557	642181	642	181	1900	0	0
18558	642182	642	182	1523	3	0
18559	642183	642	183	1380	29	4
18560	642184	642	184	1321	55	2
18561	642185	642	185	1322	32	3
18562	642186	642	186	1306	29	1
18563	642187	642	187	1311	70	0
18564	642188	642	188	1434	49	0
18565	642189	642	189	1639	19	0
18566	642190	642	190	1332	41	0
18567	642191	642	191	1128	56	4
18568	642192	642	192	1247	45	0
18569	642193	642	193	1270	71	1
18570	642194	642	194	1169	39	2
18571	642195	642	195	1327	35	0
18572	642196	642	196	1281	58	0
18573	642197	642	197	917	42	0
18574	642198	642	198	753	15	1
18575	642199	642	199	773	36	0
18576	642200	642	200	840	17	0
18577	642201	642	201	961	29	0
18578	642202	642	202	958	63	1
18579	642203	642	203	894	58	0
18580	642204	642	204	896	76	3
18581	642205	642	205	990	67	1
18582	642206	642	206	1042	69	0
18583	642207	642	207	968	46	0
18584	642208	642	208	835	72	2
18585	642209	642	209	968	45	0
18586	642210	642	210	950	29	0
18587	642211	642	211	937	52	0
18588	642212	642	212	905	35	0
18589	642213	642	213	810	22	0
18590	642214	642	214	793	12	0
18591	642215	642	215	744	16	0
18592	642216	642	216	693	13	0
18593	642217	642	217	626	11	0
18594	642218	642	218	585	20	0
18595	642219	642	219	556	14	3
18596	642220	642	220	541	12	0
18597	642221	642	221	529	4	0
18598	642222	642	222	521	3	0
18599	642223	642	223	516	3	0
18600	642224	642	224	509	0	0
18601	642225	642	225	506	0	2
18602	642226	642	226	583	44	3
18603	642227	642	227	640	84	0
18604	642228	642	228	508	14	0
18605	642229	642	229	559	27	1
18606	642230	642	230	581	77	0
18607	642231	642	231	604	69	0
18608	642232	642	232	632	81	0
18609	642233	642	233	586	36	0
18610	642234	642	234	610	48	0
18611	642235	642	235	587	51	0
18612	642236	642	236	533	18	0
18613	642237	642	237	548	26	0
18614	642238	642	238	596	74	0
18615	642239	642	239	545	25	1
18616	642240	642	240	587	53	0
18617	642241	642	241	476	16	0
18618	642242	642	242	470	79	0
18619	642243	642	243	446	59	0
18620	642244	642	244	428	38	0
18621	642245	642	245	409	24	0
18622	642246	642	246	388	2	12
18623	642247	642	247	377	14	8
18624	642248	642	248	402	30	6
18625	642249	642	249	425	33	0
18626	642250	642	250	464	3	0
18627	642251	642	251	488	37	0
18628	642252	642	252	657	68	0
18629	642253	642	253	727	45	0
18630	642254	642	254	589	72	1
18631	642255	642	255	520	15	0
18632	642256	642	256	474	0	0
18633	642257	642	257	502	3	0
18634	642258	642	258	512	38	0
18635	642259	642	259	470	76	1
18636	642260	642	260	382	1	0
18637	642261	642	261	394	0	0
18638	642262	642	262	414	41	0
18639	642263	642	263	380	46	0
18640	642264	642	264	333	14	2
18641	642265	642	265	335	58	0
18642	642266	642	266	306	96	0
18643	642267	642	267	301	16	11
18644	643094	643	94	2877	0	0
18645	643095	643	95	3020	0	0
18646	643096	643	96	2766	0	0
18647	643097	643	97	2754	0	3
18648	643098	643	98	3213	0	0
18649	643099	643	99	2876	0	0
