SurveyYear,RouteNumStopNum,JulianDate,Bfow,MinAfterSunset,Temperature
2006,210602.04,69,0,95,20
2006,210602.05,69,0,103,17.5
2006,210602.06,69,0,113,19
2006,210602.07,69,0,122,18
2006,210602.08,69,0,131,16.5
2006,210602.09,69,0,140,16
2006,210602.1,69,0,152,16
2006,210901.01,69,0,113,18
2006,210901.02,69,0,124,18
2006,210901.03,69,0,133,17.5
2006,210901.04,69,0,144,17.5
2006,210901.05,69,0,153,17
2006,210901.06,69,0,159,17
2006,210901.07,69,0,167,16
2006,210901.08,69,0,174,16.5
2006,210901.09,69,0,187,16
2006,210901.1,69,0,194,17
2006,210202.01,70,0,215,23
2006,210202.02,70,0,245,14
2006,210202.03,70,0,260,14
2006,210202.04,70,0,275,14
2006,210202.05,70,0,290,15
2006,210202.06,70,0,305,16
2006,210202.07,70,0,320,18
2006,210202.08,70,0,335,12
2006,210202.09,70,0,350,13
2006,210202.1,70,0,360,14
2006,210702.01,71,0,74,17
2006,210702.02,71,0,83,17
2006,210702.03,71,0,91,17
2006,210702.04,71,0,103,19
2006,210702.05,71,0,111,17
2006,210702.06,71,0,121,17
2006,210702.07,71,0,128,17
2006,210702.08,71,0,135,17
2006,210702.09,71,0,144,16
2006,210702.1,71,0,152,15
2006,211301.01,71,0,31,14
2006,211301.02,71,0,53,14
2006,211301.03,71,0,123,14
2006,211301.04,71,0,134,14
2006,211301.05,71,0,144,14
2006,211301.06,71,0,156,14
2006,211301.07,71,0,164,13
2006,211301.08,71,0,174,13
2006,211301.09,71,0,187,13
2006,211301.1,71,0,199,12
2006,211001.01,72,0,45,23
2006,211001.02,72,0,56,24
2006,211001.03,72,0,67,23
2006,211001.04,72,0,81,23
2006,211001.05,72,0,89,23
2006,211001.06,72,0,97,24
2006,211001.07,72,0,118,24
2006,211001.08,72,0,131,27
2006,211001.09,72,0,139,25
2006,211001.1,72,0,148,25
2006,210302.01,89,0,243,8
2006,210302.02,89,0,253,8
2006,210302.03,89,0,263,7
2006,210302.04,89,0,273,7
2006,210302.05,89,0,283,7
2006,210302.06,89,0,292,7
2006,210302.07,89,0,306,7
2006,210302.08,89,0,315,7
2006,210302.09,89,0,325,7
2006,210302.1,89,0,333,7
2006,210801.01,90,0,40,20
2006,210801.02,90,0,59,20
2006,210801.03,90,0,96,20
2006,210801.04,90,0,107,20.5
2006,210801.05,90,0,124,18
2006,210801.06,90,0,137,17
2006,210801.07,90,0,149,15.5
2006,210801.08,90,0,167,14
2006,210801.09,90,0,186,15
2006,210801.1,90,0,203,12
2006,211101.01,90,0,78,16.5
2006,211101.02,90,0,91,16.5
2006,211101.03,90,0,105,21
2006,211101.04,90,0,116,20
2006,211101.05,90,0,136,17
2006,211101.06,90,0,164,15
2006,211101.07,90,0,185,19
2006,211101.08,90,0,197,19
2006,211101.09,90,0,211,18
2006,211101.1,90,0,224,16
2006,210202.01,91,0,111,23
2006,210202.02,91,0,135,14
2006,210202.03,91,0,147,13
2006,210202.04,91,0,159,11
2006,210202.05,91,0,171,12
2006,210202.06,91,0,183,12
2006,210202.07,91,0,195,12
2006,210202.08,91,0,207,13
2006,210202.09,91,0,219,10
2006,210202.1,91,0,233,13
2006,211002.07,96,0,-28,8.9
2006,211002.08,96,0,-19,8.3
2006,211002.09,96,0,-9,8.3
2006,211002.1,96,0,0,7.8
2006,210302.01,109,0,90,15
2006,210302.02,109,0,99,15
2006,210302.03,109,0,112,15
2006,210302.04,109,0,121,14
2006,210302.05,109,0,131,14
2006,210302.06,109,0,139,15
2006,210302.07,109,0,147,15
2006,210302.08,109,0,157,14
2006,210302.09,109,0,168,14
2006,210302.1,109,0,176,14
2006,211301.01,124,1,82,19
2006,211301.02,124,1,99,19
2006,211301.03,124,2,107,19
2006,211301.04,124,0,119,17
2006,211301.05,124,0,131,18
2006,211301.06,124,2,139,17
2006,211301.07,124,2,147,18
2006,211301.08,124,1,158,17
2006,211301.09,124,2,169,17
2006,211301.1,124,2,191,19
2006,210602.01,125,0,49,20
2006,210602.02,125,2,59,20.5
2006,210602.03,125,2,73,21
2006,210602.04,125,3,85,21.5
2006,210602.05,125,0,94,21
2006,210602.06,125,3,108,23
2006,210602.07,125,2,118,24
2006,210602.08,125,2,127,22
2006,210602.09,125,1,138,23
2006,210602.1,125,2,151,25
2006,211002.01,126,0,39,20
2006,211002.02,126,0,48,20
2006,211002.03,126,0,56,20
2006,211002.04,126,0,65,19.4
2006,211002.05,126,0,73,19.4
2006,211002.06,126,0,81,18.9
2006,211002.07,126,0,92,17.8
2006,211002.08,126,0,100,17.8
2006,211002.09,126,0,109,17.8
2006,211002.1,126,0,117,17.2
2006,210202.01,132,1,45,18
2006,210202.02,132,1,64,19
2006,210202.03,132,1,76,15
2006,210202.04,132,1,87,14
2006,210202.05,132,0,95,14
2006,210202.06,132,0,104,14
2006,210202.07,132,0,114,14
2006,210202.08,132,2,123,13
2006,210202.09,132,0,136,16
2006,210202.1,132,0,146,13
2006,210901.01,133,0,65,17
2006,210901.02,133,1,76,16
2006,210901.03,133,0,86,17
2006,210901.04,133,0,96,19
2006,210901.05,133,0,105,16.5
2006,210901.06,133,1,111,15
2006,210901.07,133,0,118,16
2006,210901.08,133,0,124,15
2006,210901.09,133,0,130,15
2006,210901.1,133,0,134,13.5
2006,211101.01,135,0,33,15
2006,211101.02,135,0,48,13
2006,211101.03,135,0,63,13
2006,211101.04,135,0,74,13
2006,211101.05,135,0,93,16
2006,211101.06,135,0,116,14
2006,211101.07,135,0,138,15
2006,211101.08,135,0,149,14
2006,211101.09,135,0,165,13
2006,211101.1,135,0,176,13
2006,210702.01,137,0,147,20
2006,210702.02,137,0,156,20
2006,210702.03,137,0,163,21
2006,210702.04,137,0,175,21
2006,210702.05,137,0,182,21
2006,210702.06,137,0,191,21
2006,210702.07,137,0,199,21
2006,210702.08,137,0,206,20
2006,210702.09,137,0,215,19
2006,210702.1,137,0,223,18
2006,210302.01,166,1,84,19
2006,210302.02,166,2,92,20
2006,210302.03,166,0,102,19
2006,210302.04,166,2,111,19
2006,210302.05,166,1,120,19
2006,210302.06,166,1,129,19
2006,210302.07,166,0,137,19
2006,210302.08,166,0,148,20
2006,210302.09,166,1,158,19
2006,210302.1,166,1,166,19
2006,210202.01,169,0,32,24
2006,210202.02,169,1,50,24
2006,210202.03,169,1,61,23
2006,210202.04,169,2,71,24
2006,210202.05,169,2,80,24
2006,210202.06,169,0,99,24
2006,210202.07,169,1,102,24
2006,210202.08,169,1,113,23
2006,210202.09,169,2,124,23
2006,210202.1,169,2,138,22
2006,211101.01,170,0,13,22
2006,211101.02,170,0,25,24
2006,211101.03,170,0,38,24
2006,211101.04,170,0,49,24.5
2006,211101.05,170,0,68,24
2006,211101.06,170,0,84,24
2006,211101.07,170,3,109,24
2006,211101.08,170,0,125,24
2006,211101.09,170,0,139,23
2006,211101.1,170,0,151,22
2006,210702.01,172,0,85,25
2006,210702.02,172,1,94,25
2006,210702.03,172,0,102,25
2006,210702.04,172,0,114,25
2006,210702.05,172,0,121,25
2006,210702.06,172,0,128,24
2006,210702.07,172,0,139,24
2006,210702.08,172,1,147,23
2006,210702.09,172,2,155,23
2006,210702.1,172,2,164,22
2006,211301.01,172,0,40,25
2006,211301.02,172,0,58,25
2006,211301.03,172,0,67,25
2006,211301.04,172,0,76,23
2006,211301.05,172,0,85,23
2006,211301.06,172,0,97,22
2006,211301.07,172,1,106,21
2006,211301.08,172,0,117,23
2006,211301.09,172,0,129,21
2006,211301.1,172,0,140,20
2006,210602.01,173,0,55,29
2006,210602.02,173,2,65,28
2006,210602.03,173,1,77,29
2006,210602.04,173,2,86,28
2006,210602.05,173,0,96,27
2006,210602.06,173,2,106,28
2006,210602.07,173,0,117,28
2006,210602.08,173,0,124,28
2006,210602.09,173,0,133,27
2006,210602.1,173,0,144,26
2006,211001.01,178,2,71,21
2006,211001.02,178,0,87,26
2006,211001.03,178,0,95,27
2006,211001.04,178,1,108,26
2006,211001.05,178,1,115,26
2006,211001.06,178,2,126,26
2006,211001.07,178,2,134,26
2006,211001.08,178,0,144,26
2006,211001.09,178,0,152,26
2006,211001.1,178,0,167,25
2006,210901.01,179,1,52,25
2006,210901.02,179,2,62,25.5
2006,210901.03,179,0,72,24.5
2006,210901.04,179,2,80,25
2006,210901.05,179,0,88,24
2006,210901.06,179,3,95,23.5
2006,210901.07,179,0,102,24
2006,210901.08,179,0,108,24.5
2006,210901.09,179,2,115,23.5
2006,210901.1,179,0,124,22.5
2006,210801.01,180,0,27,27
2006,210801.02,180,0,42,30
2006,210801.03,180,0,67,28
2006,210801.04,180,0,76,25
2006,210801.05,180,0,89,25.5
2006,210801.06,180,0,100,24.5
2006,210801.07,180,0,110,23
2006,210801.08,180,0,123,21.5
2006,210801.09,180,0,137,21.5
2006,210801.1,180,0,148,22.5
2006,210902.01,180,1,30,24
2006,210902.02,180,0,50,26
2006,210902.03,180,1,65,26
2006,210902.04,180,1,75,27
2006,210902.05,180,1,86,24
2006,210902.06,180,0,96,25
2006,210902.07,180,1,106,23.5
2006,210902.08,180,0,117,23.5
2006,210902.09,180,2,130,23.5
2006,210902.1,180,2,140,24.5
2006,211002.01,181,0,32,22.8
2006,211002.02,181,1,38,22.2
2006,211002.03,181,0,48,21.7
2006,211002.04,181,2,58,22.2
2006,211002.05,181,0,66,22.2
2006,211002.06,181,1,72,21.7
2006,211002.07,181,1,78,21.7
2006,211002.08,181,0,90,21.7
2006,211002.09,181,0,98,21.7
2006,211002.1,181,0,105,21.1
